Student_ID,Dropout,Risk_Score,Risk_Level,Risk_Reasons,Recommendations
496,0,5,Trung bình,GPA từ 2.0 đến dưới 2.5; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cần theo dõi; Nộp bài trễ từ 3 ngày trở lên; Công việc làm thêm có thể ảnh hưởng việc học,Theo dõi kết quả học tập trong học kỳ tiếp theo; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Theo dõi mức độ căng thẳng định kỳ; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian; Tư vấn cân bằng thời gian làm thêm và học tập
497,0,4,Trung bình,GPA dưới 2.0; Tỷ lệ chuyên cần từ 75% đến dưới 85%,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ
498,1,4,Trung bình,GPA từ 2.0 đến dưới 2.5; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cần theo dõi; Công việc làm thêm có thể ảnh hưởng việc học,Theo dõi kết quả học tập trong học kỳ tiếp theo; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Theo dõi mức độ căng thẳng định kỳ; Tư vấn cân bằng thời gian làm thêm và học tập
499,1,3,Trung bình,Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cần theo dõi; Nộp bài trễ từ 3 ngày trở lên,Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Theo dõi mức độ căng thẳng định kỳ; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian
500,0,2,Thấp,Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cần theo dõi,Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Theo dõi mức độ căng thẳng định kỳ
501,0,6,Cao,GPA dưới 2.0; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cần theo dõi; Công việc làm thêm có thể ảnh hưởng việc học,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Theo dõi mức độ căng thẳng định kỳ; Tư vấn cân bằng thời gian làm thêm và học tập
502,1,6,Cao,GPA dưới 2.0; Mức độ căng thẳng cao; Công việc làm thêm có thể ảnh hưởng việc học,Tư vấn học tập và lập kế hoạch cải thiện GPA; Đề xuất tư vấn tâm lý và theo dõi sức khỏe tinh thần; Tư vấn cân bằng thời gian làm thêm và học tập
503,0,4,Trung bình,GPA dưới 2.0; Tỷ lệ chuyên cần từ 75% đến dưới 85%,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ
504,1,4,Trung bình,Tỷ lệ chuyên cần dưới 75%; Mức độ căng thẳng cần theo dõi; Công việc làm thêm có thể ảnh hưởng việc học,Liên hệ sinh viên và xác định nguyên nhân nghỉ học; Theo dõi mức độ căng thẳng định kỳ; Tư vấn cân bằng thời gian làm thêm và học tập
505,0,0,Thấp,Không phát hiện yếu tố rủi ro đáng kể,Tiếp tục theo dõi định kỳ
506,0,0,Thấp,Không phát hiện yếu tố rủi ro đáng kể,Tiếp tục theo dõi định kỳ
507,0,1,Thấp,Tỷ lệ chuyên cần từ 75% đến dưới 85%,Theo dõi chuyên cần và nhắc nhở đi học đầy đủ
508,1,7,Cao,GPA dưới 2.0; Tỷ lệ chuyên cần dưới 75%; Mức độ căng thẳng cao,Tư vấn học tập và lập kế hoạch cải thiện GPA; Liên hệ sinh viên và xác định nguyên nhân nghỉ học; Đề xuất tư vấn tâm lý và theo dõi sức khỏe tinh thần
509,0,3,Trung bình,GPA từ 2.0 đến dưới 2.5; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Công việc làm thêm có thể ảnh hưởng việc học,Theo dõi kết quả học tập trong học kỳ tiếp theo; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Tư vấn cân bằng thời gian làm thêm và học tập
510,1,4,Trung bình,GPA từ 2.0 đến dưới 2.5; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cần theo dõi; Công việc làm thêm có thể ảnh hưởng việc học,Theo dõi kết quả học tập trong học kỳ tiếp theo; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Theo dõi mức độ căng thẳng định kỳ; Tư vấn cân bằng thời gian làm thêm và học tập
511,0,3,Trung bình,Tỷ lệ chuyên cần dưới 75%; Mức độ căng thẳng cần theo dõi,Liên hệ sinh viên và xác định nguyên nhân nghỉ học; Theo dõi mức độ căng thẳng định kỳ
512,0,3,Trung bình,GPA từ 2.0 đến dưới 2.5; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Công việc làm thêm có thể ảnh hưởng việc học,Theo dõi kết quả học tập trong học kỳ tiếp theo; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Tư vấn cân bằng thời gian làm thêm và học tập
513,0,6,Cao,GPA dưới 2.0; Mức độ căng thẳng cần theo dõi; Nộp bài trễ từ 3 ngày trở lên; Công việc làm thêm có thể ảnh hưởng việc học,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi mức độ căng thẳng định kỳ; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian; Tư vấn cân bằng thời gian làm thêm và học tập
514,1,6,Cao,GPA dưới 2.0; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cần theo dõi; Không có điều kiện truy cập Internet,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Theo dõi mức độ căng thẳng định kỳ; Hỗ trợ thiết bị hoặc địa điểm truy cập Internet
515,0,7,Cao,GPA dưới 2.0; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cần theo dõi; Nộp bài trễ từ 3 ngày trở lên; Công việc làm thêm có thể ảnh hưởng việc học,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Theo dõi mức độ căng thẳng định kỳ; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian; Tư vấn cân bằng thời gian làm thêm và học tập
516,1,4,Trung bình,GPA từ 2.0 đến dưới 2.5; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cần theo dõi; Công việc làm thêm có thể ảnh hưởng việc học,Theo dõi kết quả học tập trong học kỳ tiếp theo; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Theo dõi mức độ căng thẳng định kỳ; Tư vấn cân bằng thời gian làm thêm và học tập
517,0,3,Trung bình,Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cần theo dõi; Nộp bài trễ từ 3 ngày trở lên,Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Theo dõi mức độ căng thẳng định kỳ; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian
518,1,6,Cao,GPA dưới 2.0; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Nộp bài trễ từ 3 ngày trở lên; Công việc làm thêm có thể ảnh hưởng việc học,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian; Tư vấn cân bằng thời gian làm thêm và học tập
519,0,4,Trung bình,GPA dưới 2.0; Mức độ căng thẳng cần theo dõi,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi mức độ căng thẳng định kỳ
520,0,5,Trung bình,GPA dưới 2.0; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Thời gian tự học dưới 2 giờ mỗi ngày,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Hỗ trợ xây dựng thời gian biểu học tập
521,0,3,Trung bình,GPA từ 2.0 đến dưới 2.5; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cần theo dõi,Theo dõi kết quả học tập trong học kỳ tiếp theo; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Theo dõi mức độ căng thẳng định kỳ
522,0,6,Cao,GPA dưới 2.0; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Nộp bài trễ từ 3 ngày trở lên; Công việc làm thêm có thể ảnh hưởng việc học,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian; Tư vấn cân bằng thời gian làm thêm và học tập
523,0,2,Thấp,Tỷ lệ chuyên cần từ 75% đến dưới 85%; Không có điều kiện truy cập Internet,Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Hỗ trợ thiết bị hoặc địa điểm truy cập Internet
524,0,2,Thấp,Tỷ lệ chuyên cần từ 75% đến dưới 85%; Công việc làm thêm có thể ảnh hưởng việc học,Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Tư vấn cân bằng thời gian làm thêm và học tập
525,0,4,Trung bình,Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cao; Thời gian tự học dưới 2 giờ mỗi ngày,Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Đề xuất tư vấn tâm lý và theo dõi sức khỏe tinh thần; Hỗ trợ xây dựng thời gian biểu học tập
526,0,3,Trung bình,GPA từ 2.0 đến dưới 2.5; Tỷ lệ chuyên cần dưới 75%,Theo dõi kết quả học tập trong học kỳ tiếp theo; Liên hệ sinh viên và xác định nguyên nhân nghỉ học
527,0,4,Trung bình,GPA từ 2.0 đến dưới 2.5; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cao,Theo dõi kết quả học tập trong học kỳ tiếp theo; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Đề xuất tư vấn tâm lý và theo dõi sức khỏe tinh thần
528,1,3,Trung bình,GPA từ 2.0 đến dưới 2.5; Mức độ căng thẳng cần theo dõi; Công việc làm thêm có thể ảnh hưởng việc học,Theo dõi kết quả học tập trong học kỳ tiếp theo; Theo dõi mức độ căng thẳng định kỳ; Tư vấn cân bằng thời gian làm thêm và học tập
529,0,2,Thấp,Nộp bài trễ từ 3 ngày trở lên; Công việc làm thêm có thể ảnh hưởng việc học,Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian; Tư vấn cân bằng thời gian làm thêm và học tập
530,0,0,Thấp,Không phát hiện yếu tố rủi ro đáng kể,Tiếp tục theo dõi định kỳ
531,0,4,Trung bình,GPA dưới 2.0; Tỷ lệ chuyên cần từ 75% đến dưới 85%,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ
532,0,5,Trung bình,GPA dưới 2.0; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cần theo dõi,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Theo dõi mức độ căng thẳng định kỳ
533,0,6,Cao,GPA dưới 2.0; Mức độ căng thẳng cao; Không có điều kiện truy cập Internet,Tư vấn học tập và lập kế hoạch cải thiện GPA; Đề xuất tư vấn tâm lý và theo dõi sức khỏe tinh thần; Hỗ trợ thiết bị hoặc địa điểm truy cập Internet
534,1,6,Cao,GPA dưới 2.0; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cần theo dõi; Công việc làm thêm có thể ảnh hưởng việc học,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Theo dõi mức độ căng thẳng định kỳ; Tư vấn cân bằng thời gian làm thêm và học tập
535,1,5,Trung bình,GPA từ 2.0 đến dưới 2.5; Mức độ căng thẳng cao; Nộp bài trễ từ 3 ngày trở lên; Công việc làm thêm có thể ảnh hưởng việc học,Theo dõi kết quả học tập trong học kỳ tiếp theo; Đề xuất tư vấn tâm lý và theo dõi sức khỏe tinh thần; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian; Tư vấn cân bằng thời gian làm thêm và học tập
536,1,2,Thấp,Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cần theo dõi,Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Theo dõi mức độ căng thẳng định kỳ
537,1,7,Cao,GPA dưới 2.0; Tỷ lệ chuyên cần dưới 75%; Mức độ căng thẳng cao,Tư vấn học tập và lập kế hoạch cải thiện GPA; Liên hệ sinh viên và xác định nguyên nhân nghỉ học; Đề xuất tư vấn tâm lý và theo dõi sức khỏe tinh thần
538,1,5,Trung bình,GPA dưới 2.0; Mức độ căng thẳng cần theo dõi; Công việc làm thêm có thể ảnh hưởng việc học,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi mức độ căng thẳng định kỳ; Tư vấn cân bằng thời gian làm thêm và học tập
539,0,1,Thấp,Mức độ căng thẳng cần theo dõi,Theo dõi mức độ căng thẳng định kỳ
540,1,6,Cao,GPA dưới 2.0; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cần theo dõi; Công việc làm thêm có thể ảnh hưởng việc học,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Theo dõi mức độ căng thẳng định kỳ; Tư vấn cân bằng thời gian làm thêm và học tập
541,0,8,Cao,GPA dưới 2.0; Tỷ lệ chuyên cần dưới 75%; Mức độ căng thẳng cần theo dõi; Nộp bài trễ từ 3 ngày trở lên; Công việc làm thêm có thể ảnh hưởng việc học,Tư vấn học tập và lập kế hoạch cải thiện GPA; Liên hệ sinh viên và xác định nguyên nhân nghỉ học; Theo dõi mức độ căng thẳng định kỳ; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian; Tư vấn cân bằng thời gian làm thêm và học tập
542,0,3,Trung bình,GPA từ 2.0 đến dưới 2.5; Mức độ căng thẳng cao,Theo dõi kết quả học tập trong học kỳ tiếp theo; Đề xuất tư vấn tâm lý và theo dõi sức khỏe tinh thần
543,0,2,Thấp,Tỷ lệ chuyên cần từ 75% đến dưới 85%; Công việc làm thêm có thể ảnh hưởng việc học,Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Tư vấn cân bằng thời gian làm thêm và học tập
544,0,6,Cao,GPA dưới 2.0; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cần theo dõi; Công việc làm thêm có thể ảnh hưởng việc học,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Theo dõi mức độ căng thẳng định kỳ; Tư vấn cân bằng thời gian làm thêm và học tập
545,1,0,Thấp,Không phát hiện yếu tố rủi ro đáng kể,Tiếp tục theo dõi định kỳ
546,0,0,Thấp,Không phát hiện yếu tố rủi ro đáng kể,Tiếp tục theo dõi định kỳ
547,0,6,Cao,GPA dưới 2.0; Mức độ căng thẳng cần theo dõi; Thời gian tự học dưới 2 giờ mỗi ngày; Công việc làm thêm có thể ảnh hưởng việc học,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi mức độ căng thẳng định kỳ; Hỗ trợ xây dựng thời gian biểu học tập; Tư vấn cân bằng thời gian làm thêm và học tập
